District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,166,0.0000
Bandarban,0,312,0.0000
Barguna,0,246,0.0000
Barishal,0,1557,0.0000
Bhola,0,303,0.0000
Bogura,108,3307,3.3761
B. Baria,445,1178,60.7094
Chandpur,32,1035,3.1904
Chapainawabganj,0,101,0.0000
Chattogram,0,8035,0.0000
Chuadanga,0,212,0.0000
Cox's bazar,0,2506,0.0000
Cumilla,194,3864,5.2861
Dhaka,211,27820,0.7642
Dinajpur,0,675,0.0000
Faridpur,397,2444,19.3942
Feni,106,892,13.4860
Gaibandha,0,288,0.0000
Gazipur,0,3270,0.0000
Gopalganj,115,799,16.8129
Hobiganj,0,605,0.0000
Jamalpur,0,542,0.0000
Jessore,0,555,0.0000
Jhalokathi,0,193,0.0000
Jhenaidah,0,165,0.0000
Joypurhat,25,454,5.8275
Khagrachari,0,237,0.0000
Khulna,0,1786,0.0000
Kishoreganj,0,1083,0.0000
Kurigram,0,149,0.0000
Kushtia,0,535,0.0000
Laksmipur,18,947,1.9376
Lalmonirhat,0,126,0.0000
Madaripur,94,832,12.7371
Magura,0,97,0.0000
Manikganj,0,603,0.0000
Moulovi Bazar,0,414,0.0000
Meherpur,0,59,0.0000
Munshigonj,0,1944,0.0000
Mymensingh,0,1889,0.0000
Naogaon,19,559,3.5185
Narail,0,153,0.0000
Narayanganj,175,5323,3.3994
Narshingdi,0,1280,0.0000
Natore,29,244,13.4884
Netrokona,0,534,0.0000
Nilphamari,0,353,0.0000
Noakhali,25,2264,1.1166
Pabna,26,474,5.8036
Panchagar,0,146,0.0000
Patuakhali,0,431,0.0000
Pirojpur,0,214,0.0000
Rajbari,106,563,23.1947
Rajshahi,175,1085,19.2308
Rangamati,0,256,0.0000
Rangpur,0,983,0.0000
Satkhira,0,159,0.0000
Shariatpur,87,668,14.9742
Sherpur,0,249,0.0000
Sirajganj,96,627,18.0791
Sunamganj,0,959,0.0000
Sylhet,208,2758,8.1569
Tangail,0,669,0.0000
Thakurgaon,0,206,0.0000
